Name,Amount,Payment Date,Payor,Payor City,Payor State,Payee,Payee City,Payee State,Description,Notice Received,LGC Purpose
"Brown, Jr., Edumund G",25000,2011-05-06,Governor's Cup Foundation,Sacramento,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,6/2/2011,Charitable
"Brown, Jr., Edumund G",25000,2011-06-06,Governor's Cup Foundation,West Sacramento,CA,Oakland Military Institute,Oakland,CA,This is a charitable donation to a charter school.,6/29/2011,Charitable
"Brown, Jr., Edumund G",25000,2011-04-11,Governor's Cup Foundation,Sacramento,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,5/4/2011,Charitable
"Brown, Jr., Edumund G",25000,2011-04-15,Governor's Cup Foundation,Sacramento,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,5/4/2011,Charitable
"Brown, Jr., Edumund G",10000,2011-11-22,Gordon and Betty Moore Foundation,Palo Alto,CA,California State Protocol Foundation,Los Angeles,CA,Governor's Conference on Extreme Climate Risks & California's Future,12/14/2011,Charitable
"Brown, Jr., Edumund G",10000,2011-07-06,Google,Mountain View,CA,Oakland School for the Arts,Oakland,CA,This was a charitable donation to a charter school.,8/2/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-02-22,Google,Mountain View,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,3/23/2011,Charitable
"Brown, Jr., Edumund G",5434,2011-01-03,Gianna Baking Company,Castroville,CA,Governor's 2011 Inaugural Committee,Oakland,CA,"In Kind Goods or Services for Food, Labor and Supplies for Inaugural Reception. ",2/4/2011,Governmental
"Brown, Jr., Edumund G",50000,2011-01-14,Gerson and Barbara Bakar Philanthropic Foundation,San Francisco,CA,Oakland School for the Arts,Oakland,CA,This is a donation to a charter school.,1/31/2011,Charitable
"Brown, Jr., Edumund G",25000,2011-04-25,George and Judy Marcus Family Foundation,Santa Rosa,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/25/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-07,Gallo Winery,Atwater,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-01-06,G Tech,Greenwich,RI,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",25000,2011-02-25,G Tech,Providence,RI,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,3/23/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-05-13,Foster Interstate Media,San Francisco,CA,Oakland School for the Arts,Oakland,CA,This is a monetary donation to a charter school.,6/13/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-04-16,Forest City Enterprises,Los Angeles,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/17/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-03-19,Flynt Management Group,Beverly Hills,CA,Oakland Military Institute,Oakland,CA,This was a charitable donation to a charter school.,4/19/2011,Charitable
"Brown, Jr., Edumund G",10000,2011-02-22,Florence Fang,San Mateo,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,3/23/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-04-18,Fireman's Fund Insurance Companies,Novato,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/17/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-06-22,FedEx,Memphis,TN,Oakland School for the Arts,Oakland,CA,This was a charitable donation to a charter school.,7/26/2011,Charitable
"Brown, Jr., Edumund G",10000,2011-03-01,FedEx,Sacramento,CA,Oakland Military Institute,Oakland,CA,This was a monetary donation to a charter school.,3/30/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-24,FedEx,Memphis,TN,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-03-09,Farmers,Sacramento,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,4/8/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-14,Enterprise Rent a car,Gardena,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",25000,2011-11-28,Energy Foundation,San Francisco,CA,California State Protocol Foundation,Los Angeles,CA,Governor's Conference on Extreme Climate Risks & California's Future,12/14/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-04-25,Emerald Fund,San Francisco,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/25/2011,Charitable
"Brown, Jr., Edumund G",10000,2011-03-20,Eli and Edythe Broad Foundation,Los Angeles,CA,Oakland Military Institute,Oakland,CA,This was a charitable donation to a charter school.,4/19/2011,Charitable
"Brown, Jr., Edumund G",5000,2010-12-28,Edison International,Rosemead,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-04-25,East Bay Community Foundation,Oakland,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/25/2011,Charitable
"Brown, Jr., Edumund G",50000,2011-01-14,E & J Gallo Winery,Sacramento,CA,Oakland Military Institute,Oakland,CA,This is a donation to a charter school.,1/31/2011,Charitable
"Brown, Jr., Edumund G",10000,2011-04-11,Dreisbach Enterprises,Oakland,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/4/2011,Charitable
"Brown, Jr., Edumund G",10000,2011-01-28,Doris and Donald Fisher Foundation,Oakland,CA,Oakland Military Institute,Oakland,CA,This was a charitable donation to a charter school.,2/18/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-06,Doctors Company,Napa,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-02-10,DMB Pacific,Scottsdale,AZ,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,3/7/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-01-07,Disney,Lake Buena Vista,FL,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",10000,2011-02-25,DIDM Development Corp,Calabasas,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,3/23/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-03-28,Diane Wilsey,San Francisco,CA,Oakland Military Institute,Oakland,CA,This is a donation to a charter school.,4/28/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-19,Diane Wilsey,San Francisco,CA,Oakland Military Institute,Oakland,CA,This is a donation to a charter school.,2/16/2011,Charitable
"Brown, Jr., Edumund G",19345,2011-11-17,Diane Wilsey,San Francisco,CA,Oakland School for the Arts,Oakland,CA,This stock transfer was a charitable donation to a charter school.,12/14/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-31,Di Mare Van Vleck & Brown,Sacramento,CA,Oakland Military Institute,Oakland,CA,This is a donation to a charter school.,2/25/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-18,DeVry,Downers Grove,IL,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-02-16,Deloitte,San Francisco,CA,Oakland Military Institute,Oakland,CA,This is a charitable donation to a charter school.,3/15/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-03-04,David Geffen Foundation,Los Angeles,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,4/4/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-02-10,Dart Container Corp,Mason,MI,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,3/7/2011,Governmental
"Brown, Jr., Edumund G",6000,2011-02-25,Creative Environmental Solutions,Woodland Hills,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,3/23/2011,Charitable
"Brown, Jr., Edumund G",25000,2011-02-16,Cortopassi Family Foundation,Stockton,CA,Oakland Military Institute,Oakland,CA,This is a charitable donation to a charter school.,3/15/2011,Charitable
"Brown, Jr., Edumund G",11399,2011-01-03,Corona College Heights Citrus,Riverside,CA,Governor's 2011 Inaugural Committee,Oakland,CA,"In Kind Goods or Services for Food, Labor and Supplies for Inaugural Reception. ",2/4/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-02-16,Cooperative of American Physicians,Los Angeles,CA,Oakland Military Institute,Oakland,CA,This is a charitable donation to a charter school.,3/15/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-03,Cooperative of American Physicians,Los Angeles,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-02-25,Contemporary Services Corp,Northridge,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,3/23/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-02-08,Consumer Health Alliance,Frisco,TX,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,3/7/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-01-10,Consumer Attorneys,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-01-03,Construction Employers Assn,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",10000,2011-04-11,Constellation Wines,Victor,NY,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,5/4/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-03-03,Conco,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,4/6/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-03-30,Commerce Casino,Commerce,CA,Oakland Military Institute,Oakland,CA,This is a donation to a charter school.,4/28/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-03-21,Commerce Casino,Commerce,CA,Oakland Military Institute,Oakland,CA,This was a charitable donation to a charter school.,4/19/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-04-06,Comcast,Livermore,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary support of inaugural and transition activities,5/6/2011,Governmental
"Brown, Jr., Edumund G",15000,2011-06-07,Comcast,Livermore,CA,Oakland School for the Arts,Oakland,CA,This is a charitable donation to a charter school.,6/29/2011,Charitable
"Brown, Jr., Edumund G",15000,2011-05-23,Comcast,Livermore,CA,Oakland School for the Arts,Oakland,CA,This was a charitable donation to a charter school.,6/23/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-05-13,Coit Family Foundation,Walnut Creek,CA,Oakland School for the Arts,Oakland,CA,This is a monetary donation to a charter school.,6/13/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-03-11,CMTA Political Action All Purpose Committee,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,4/6/2011,Charitable
"Brown, Jr., Edumund G",20000,2011-04-11,Clorox Company,Oakland,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/4/2011,Charitable
"Brown, Jr., Edumund G",10275,2011-06-20,Clint Reilly,San Francisco,CA,Oakland School for the Arts,Oakland,CA,This was a charitable donation to a charter school.,7/20/2011,Charitable
"Brown, Jr., Edumund G",25000,2011-05-13,Clean Energy,Seal Beach,CA,Oakland School for the Arts,Oakland,CA,This is a monetary donation to a charter school.,6/13/2011,Charitable
"Brown, Jr., Edumund G",25000,2011-01-28,Clean Energy,Seal Beach,CA,Oakland Military Institute,Oakland,CA,This was a charitable donation to a charter school.,2/18/2011,Charitable
"Brown, Jr., Edumund G",25000,2011-06-06,Cisco,San Jose,CA,Oakland  Military Institute,Oakland,CA,This is a charitable donation to a charter school.,6/29/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-03-24,CHUBB,Road Warren,NJ,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,4/6/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-03-25,Chevron Corp,Concord,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,4/6/2011,Charitable
"Brown, Jr., Edumund G",10000,2011-03-09,Chevron Corp,San Ramon,CA,Oakland Military Institute,Oakland,CA,This was a donation to a charter school.,4/8/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-04-25,Chevron Corp,San Ramon,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/25/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-07,Chet Pipkin,Playa Vista,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",10000,2011-01-28,Charles Schwab,San Francisco,CA,Oakland Military Institute,Oakland,CA,This is a donation to a charter school.,2/25/2011,Charitable
"Brown, Jr., Edumund G",10000,2011-04-25,Charles Schwab,San Francisco,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/25/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-14,Charles and Ann Johnson Foundation,San Mateo,CA,Oakland Military Institute,Oakland,CA,This is a donation to a charter school.,1/31/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-02-23,CCPPOA,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,3/7/2011,Governmental
"Brown, Jr., Edumund G",10000,2011-06-17,CBS Outdoor,Berkeley,CA,Oakland School for the Arts,Oakland,CA,This was a charitable donation to a charter school.,7/15/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-04-06,Catholic Healthcare West,San Francisco,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/4/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-20,Caremark Rx,Phoenix,AZ,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-01-18,CA Tribal Business Alliance,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-04-18,CA Tribal Business Alliance,Sacramento,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/17/2011,Charitable
"Brown, Jr., Edumund G",5000,2010-12-27,CA State Pipe Trades Council,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",95000,2011-01-14,CA State Pipe Trades Council,Sacramento,CA,Oakland Military Institute,Oakland,CA,This is a donation to a charter school.,1/31/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-02-08,CA State of Association of Electrical Workers,Pasadena,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,3/7/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-01-07,CA State Council of Laborers,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-01-07,CA Optometric Assoc,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-11-22,CA Ocean Science Trust,Oakland,CA,California State Protocol Foundation,Los Angeles,CA,Governor's Conference on Extreme Climate Risks & California's Future,12/14/2011,Charitable
"Brown, Jr., Edumund G",5000,2010-12-30,CA New Car Dealers,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-01-10,CA Nevada,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-02-28,CA Medical Assoc,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,3/7/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-02-23,CA Hospital Association,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,3/7/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-03-21,CA Hospital Assoc,Sacramento,CA,Oakland Military Institute,Oakland,CA,This was a charitable donation to a charter school.,4/19/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-02-15,CA Grape & Tree Fruit League,Fresno,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,3/7/2011,Governmental
"Brown, Jr., Edumund G",5000,2011-04-15,CA Fire Foundation,Sacramento,CA,Oakland School for the Arts,Oakland,CA,This was a donation to a charter school.,5/4/2011,Charitable
"Brown, Jr., Edumund G",5000,2011-01-10,CA Dental Hygienists,Sacramento,CA,Governor's 2011 Inaugural Committee,Oakland,CA,Monetary Support for Inaugural Activities,1/31/2011,Governmental
